Name,Made from,Country of origin,Region,Family,Type,Fat content (in dry matter),Fat content,Calcium content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers,Synonyms,Alternative spellings
Comte,unpasteurized cow's milk,France,Jura Massif ,,"semi-hard, artisan",,45%,,"dense, firm, grainy, open, smooth and supple",natural,pale yellow,"fruity, nutty, salty, savory, smokey , sweet",nutty, no ,"Anthony Rowcliffe & Son Ltd, Entremont, FROMAGERIES ARNAUD, President Cheese",,"Comté, Comte Fort Saint Antoine, Comté extra"
Comtomme,unpasteurized cow's milk,Canada,Québec,Tomme,"semi-soft, artisan",,28%,,firm and supple,washed,golden yellow,"buttery, fruity","buttery, fruity",,Fromagerie La Station,,
Conciato Al Pepe,pasteurized cow's milk,Italy,Veneto,,hard,,,,compact and crumbly,natural,pale yellow,"sharp, spicy",aromatic, no ,La Casearia Carpenedo S.r.l.,,
Condio,cow's milk,Italy,Treviso,,"semi-soft, artisan",,,,"creamy, smooth and soft",natural,ivory,"herbaceous, mild, piquant, spicy, sweet",pungent, no ,Moro Latteria di Moro Sergio,,
Connemara,cow's milk,United States,Fairview,,"semi-hard, artisan",,,,creamy and firm,natural,white,"fruity, mild","fruity, goaty, rich",,Looking Glass Creamery,,
Consider Bardwell Farm Manchester,unpasteurized goat's milk,United States,Vermont,,"semi-hard, artisan",,,,firm and open,natural,ivory,"nutty, tangy, woody","lactic, mushroom, woody",yes ,Consider Bardwell Farm,,
Coolattin Cheddar,unpasteurized cow's milk,Ireland,Co. Carlow,Cheddar,"hard, artisan",,,,crumbly and open,waxed,pale yellow,"fruity, nutty, sweet",, no ,Thomas and Fiona Burgess - Coolattin Cheddar ,,
Coolea,pasteurized cow's milk,Ireland,West Cork,Gouda,"hard, artisan",,45%,,"close, crumbly, crystalline, dense and firm",waxed,yellow,"buttery, full-flavored, mild, sweet",, no ,Coolea Farmhouse Cheese Limited,,
Cooleney,pasteurized or unpasteurized cow's milk,Ireland,Tipperary,Camembert,"soft, artisan",,45%,,creamy and smooth,mold ripened ,white,"bitter, buttery, mushroomy",,yes ,Cooleeney Farm,,Cooleeney Farmhouse Cheese
Coquetdale,pasteurized cow's milk,England,Coquet,,"semi-hard, soft-ripened",,55%,,creamy,natural,pale yellow,fruity,rich,yes ,Northumberland Cheese Company,,
Corleggy,pasteurized goat's milk,Ireland,County Cavan,,"hard, artisan",,40%,,,natural,,"mild, nutty",,yes ,Corleggy Cheeses,,
Cornish Blue,pasteurized cow's milk,England,Cornwall,Blue,"semi-soft, artisan",,,,buttery and dense,,,"creamy, mild, sweet","buttery, mild, sweet",yes ,Cornish Cheese Company Ltd,,
Cornish Brie,pasteurized cow's milk,"England, Great Britain and United Kingdom",Cornwall,Brie,"soft, artisan, soft-ripened",,,,creamy and soft-ripened,bloomy,yellow,"creamy, mild",,yes ,Cornish Country Larder ltd.,,
Cornish Crumbly,pasteurized cow's milk,England,North Cornwall,Cheddar,"semi-soft, artisan",,,,chalky,mold ripened ,ivory,creamy,rich,yes ,Whalesborough Farm Foods,,
Cornish Kern,,,Cornwall,Cornish,,,,,,washed,,,,yes ,Lynher Dairies,,
Cornish Pepper,pasteurized cow's milk,England,,Cornish,"soft, artisan",,45%,,creamy,natural,white,smooth,rich, no ,Lynher Valley Dairy,,
Cornish Smuggler,pasteurized cow's milk,England,North Cornwall,Cheddar,"semi-soft, artisan",,,,creamy,mold ripened ,ivory,creamy,rich,yes ,Whalesborough Farm Foods,,
Cornish Wild Garlic Yarg,pasteurized cow's milk,England, Cornwall,Cornish,"semi-hard, artisan",,,,crumbly and firm,leaf wrapped,pale yellow,garlicky,"aromatic, garlicky, herbal",yes ,Lynher Dairies,Wild Garlic Yarg,
Cornish Yarg,pasteurized cow's milk,England,Cornwall,Cornish,"semi-hard, artisan",,,,creamy and crumbly,leaf wrapped,cream,"lemony, mushroomy","grassy, mushroom",yes ,Lynher Dairies,Nettled Yarg ,
Cote Hill Blue,unpasteurized cow's milk,England and United Kingdom,Lincolnshire ,Blue,"soft, artisan, blue-veined",,,,creamy,natural,cream,"buttery, salty, sharp, smokey , smooth","smokey, strong",yes ,Cote Hill Farm,,
Cotherstone,unpasteurized cow's milk,England and United Kingdom,Cotherstone,,"semi-hard, artisan, blue-veined",,45%,,crumbly and open,waxed,white,"acidic, citrusy, tangy",fresh,yes ,,Yorkshire Stilton,
Cotija,unpasteurized cow's milk,Mexico,Michoacán and Jalisco ,Parmesan,"fresh firm, artisan",,,,crumbly and dense,rindless,white,"salty, strong",, no ,Cacique,,
Cotswold,pasteurized cow's milk,"England, Great Britain and United Kingdom",Gloucestershire County,,semi-hard,,,,"crumbly, dense and firm",natural,yellow,"buttery, full-flavored, savory, sweet, tangy",, no ,"Ilchester Cheese Company, Long Clawson Dairy Limited","Double Gloucester with Chives, Double Gloucester with Onion and Chives, Double Gloucester with Onion & Chives, English Cotswold",
Cottage Cheese,pasteurized or unpasteurized cow's milk,United Kingdom and United States,,Cottage,"soft, artisan, processed",4%,4.30 g/100g,68 mg/100g,creamy and crumbly,rindless,white,sweet,,,,,
Cottage Cheese (Australian),pasteurized or unpasteurized cow's milk,Australia,,Cottage,fresh soft,,,,"crumbly, firm and grainy",rindless,white,"mild, sweet","lactic, milky",yes ,,,
Cougar Gold,cow's milk,United States,"Pullman, Washington",Cheddar,semi-soft,,14%,,"creamy, crumbly, crystalline, firm and smooth",rindless,white,"nutty, sharp",, no ,WSU Creamery,,
Coulommiers,unpasteurized cow's milk,France,,Brie,"soft, artisan",,40%,,creamy,,,"buttery, nutty",nutty, no ,,,
Counting Sheep…and Goats...,"pasteurized cow's, goat's and sheep's milk",Canada and Italy,Lombardy,,"soft, soft-ripened",,,,creamy and soft,,white,"creamy, subtle, sweet",nutty,,Fifth Town Artisan Cheese,,
Country Morning,pasteurized cow's milk,Canada,British Columbia,Cheddar,"hard, artisan",,,,creamy and crumbly,natural,pale yellow,"nutty, sharp",strong, no ,The Farm House Natural Cheeses,,
Coupole,pasteurized goat's milk,United States,Vermont,,"soft, artisan",,,,"buttery, creamy, dense and fluffy",mold ripened ,pale yellow,"mild, milky","fresh, mild, milky",yes ,Vermont Creamery,,
Couronne Lochoise,pasteurized goat's milk,France,Loire Valley,,"soft, artisan, soft-ripened",,,,"buttery, creamy, smooth and soft-ripened",bloomy,ivory,"acidic, herbaceous, mild, salty","earthy, goaty, grassy, musty", no ,"Fromages de chèvre FREVAL, Various",La Couronne,
Coverdale,pasteurized cow's milk,England and United Kingdom,North Yorkshire,,"hard, artisan",,,,"creamy, firm and open",natural,white,"buttery, lemony, mild, sharp",,yes ,Wensleydale Creamery,,
Cow's Milk Gouda,unpasteurized cow's milk,United States,Maine,Gouda,"semi-hard, artisan",,,,"compact, creamy, crumbly and dense",natural,,"caramel, nutty",,,Fuzzy Udder Creamery,,
Cracked Pepper Chevre,pasteurized goat's milk,United States,Colorado,,"semi-soft, artisan",,5 g/100g,,"creamy, crumbly and firm",rindless,white,"savory, spicy","clean, fresh",yes ,Haystack Mountain Goat Dairy,,
Cranborne ,unpasteurized cow's milk,"England, Great Britain and United Kingdom",Dorset,Camembert,"soft, artisan, soft-ripened",,,,buttery and creamy,bloomy,pale yellow,creamy,mushroom, no ,Chalke Valley Cheese Ltd,,
Cratloe Hills,pasteurized sheep's milk,Ireland,"Brickhill, Co. Clare",,"hard, artisan",,,,"firm, grainy and open",plastic,pale yellow,"mild, nutty, strong, sweet",,yes ,Cratloe Hills,,
Cravero Parmigiano Reggiano,pasteurized or unpasteurized cow's milk,Italy,Modena ,Parmesan,"hard, artisan",,,,dense,natural,golden yellow,"bitter, creamy, nutty, savory, smooth, sweet","aromatic, fruity", no ,"G. Cravero Sas, Neal's Yard Dairy","San Pietro, Baruffi",
Crayeux de Roncq,unpasteurized cow's milk,France,Roncq,,"soft, artisan, soft-ripened",,45%,,creamy and grainy,washed,orange,"full-flavored, strong, sweet",, no ,,Carré du Vinage,
Cream Cheese,pasteurized or unpasteurized cow's milk,United States,"Chester, New York",,"fresh soft, processed",,65%,98 mg/100g,creamy and spreadable,rindless,white,"creamy, mild, sweet","fresh, pleasant",yes ,Kraft Foods Company,fruit cream,Fruit cream cheese
Cream Cheesy Bliss,,Canada and United States,,,soft,,,,creamy and spreadable,artificial,white,"creamy, garlicky, herbaceous, sweet",rich,yes ,GO Veggie!,"Dairy Free Strawberry Cream Cheese, Dairy Free Chive & Garlic Cream Cheese, Dairy Free Classic Plain Cream Cheese, Dairy Free Cream Cheese",
Cream Havarti,pasteurized cow's milk,Denmark,,Havarti,"semi-soft, processed",45%,11.0 g/100g,150 mg/100g,smooth,rindless,pale yellow,"buttery, creamy, sweet",sweet,yes ,,"Flødeis Havarti, Smoked Havarti, Havarathi",Flodeis Havarti
Creamy Lancashire,pasteurized or unpasteurized cow's milk,England,Lancanshire,,"fresh soft, artisan",,75%,,"creamy, fluffy and smooth",natural,pale yellow,"buttery, creamy, smooth",rich, no ,"Butlers Farmhouse Cheeses, Dewlay Products Ltd, Leagram Organic Cheese, Singletons’ Dairy ",,
Crema Agria,pasteurized cow's milk,Mexico and Caribbean,,,fresh soft,,,,creamy and spreadable,rindless,white,"acidic, sour, tangy","aromatic, fresh", no ,Darigold,Crema Centroamericana,
Crema de Blue,cow's and sheep's milk,United States,New Jersey,Blue,"semi-soft, artisan, blue-veined",,,,creamy,natural,cream,"full-flavored, spicy",, no ,Valley Shepherd Creamery,,
Crema Mexicana,pasteurized cow's milk,Mexico and Caribbean,,,soft,,,,"creamy, smooth and spreadable",rindless,white,"buttery, sour, tangy",rich,yes ,Cacique,,
Cremet  ,unpasteurized cow's and goat's milk,"England, Great Britain and United Kingdom",Devon,Brie,"soft, artisan, soft-ripened",,,,"creamy, smooth, soft and soft-ripened",bloomy,white,"creamy, lemony","fresh, rich",yes ,Sharpham Wine & Cheese,,
"Cremig Extra Würzig, Bergkäse Aus Dem Schweizer Jura",unpasteurized cow's milk,Switzerland,Jura,Swiss Cheese,"hard, artisan",,51%,,creamy,natural,cream,"creamy, spicy",,,Affineur Walo of Mühlenen,extra-creamy spicy mountain cheese from the Swiss Jura,
Cremont,pasteurized cow's and goat's milk,United States,Vermont,,"soft, artisan",,14%,,creamy and smooth,mold ripened ,cream,"creamy, nutty, smooth, yeasty","nutty, yeasty",,Vermont Creamery,,
CreNoble ,,Germany,Landshut,,semi-soft,,,,"creamy, open and smooth",,pale yellow,"creamy, savory",aromatic,,Bayerische Milchindustrie eG,,
Crescenza,pasteurized cow's or water buffalo's milk,Italy," Lombardy, Piedmont, and Veneto",Italian Cheese,"fresh soft, artisan",,51%,,"buttery, creamy and spreadable",rindless,white,"creamy, mild, sweet","pleasant, rich",yes ,Various,Stracchino ,
Crescenza di Bufala,pasteurized water buffalo's milk,Italy,Lombardy,,"fresh soft, artisan",,,,"buttery, creamy and spreadable",rindless,white,"buttery, creamy, mild, sweet","fresh, pleasant, rich, sweet",yes ,Azienda Agricola Gritti Bruno E Alfio S.s. Societa Agricola,,
Cressy Blu,unpasteurized cow's milk,Canada and Italy,Lombardy,Blue,"semi-hard, blue-veined",,,,"creamy, crumbly and firm",natural,pale yellow,"creamy, savory, sweet",,,Fifth Town Artisan Cheese,,
Criffel,unpasteurized cow's milk,Scotland and United Kingdom,Dumfriesshire,,"semi-hard, artisan",,,,creamy and smooth,washed,straw,smooth,"pungent, strong",yes ,Loch Arthur Creamery,,
Crocodile Tear,pasteurized goat's milk,United States,Indiana,Brie,"soft, semi-soft, artisan, soft-ripened",,,,creamy and firm,bloomy,white,"creamy, spicy",pungent,,Capriole Goat Cheese,,
Croghan,unpasteurized goat's milk,Ireland,County Wexford,,"semi-soft, artisan",,,,supple,washed,white,full-flavored,"earthy, grassy",yes ,Croghan Goat Farm,,
Cropwell Bishop Blue Stilton,pasteurized cow's milk,"England, Great Britain and United Kingdom",Nottinghamshire,Blue,"semi-soft, artisan, blue-veined",,33%,,"creamy, crumbly, firm and smooth",natural,cream,"creamy, strong, tangy","pungent, rich, spicy",yes ,Cropwell Bishop Creamery Limited,,
Crotonese,pasteurized sheep's milk,Italy,Crotone,,"semi-hard, artisan",,,,compact,natural,pale yellow,"salty, savory, strong",spicy, no ,,Pecorino Crotonese,
Crottin,pasteurized goat's milk,United States,"California, Vermont",,"soft, semi-soft, artisan",,,,creamy,natural,cream,"nutty, tangy","fresh, lactic, pleasant",,"Andante Dairy , Redwood Hill Farm & Creamery, Vermont Creamery",,
Crottin de Chavignol,unpasteurized goat's milk,France,"Loire, Chavignol",,"hard, artisan, soft-ripened",,45%,0.7 mg/100g,crumbly and smooth,natural,white,"full-flavored, nutty",goaty, no ,Various,,
Crottin du Chavignol,unpasteurized goat's milk,France,"Loire, Chavignol",,"hard, artisan, soft-ripened",,45%,0.7 mg/100g,crumbly and smooth,natural,white,"full-flavored, nutty",goaty, no ,Various,,
Crowdie,pasteurized cow's milk,Scotland,,Cottage,fresh soft,,,,creamy and crumbly,natural,white,sour,,yes ,Highland Fine Cheeses Limited,,
Crowley,unpasteurized cow's milk,United States,Vermont,Cheddar,"semi-soft, hard, artisan",,,,"creamy, crumbly, firm and smooth",cloth wrapped,pale yellow,"buttery, full-flavored, mild, savory, smokey , spicy, sweet, tangy","aromatic, fresh, mild, pleasant, smokey", no ,Crowley Cheese ,,
Crozier,pasteurized sheep's milk,Ireland,"Fethard, Co Tipperary",Blue,"semi-soft, artisan, blue-veined",,,,"buttery, chalky, creamy and crumbly",natural,pale yellow,"acidic, creamy, mild","rich, strong",yes ,Cashel Blue™ & Crozier Blue Cheeses,,Croizer Blue
Crumbly Lancashire ,pasteurized or unpasteurized cow's milk,England,Lancashire,,hard,,31.0 g/100g,,crumbly,natural,pale yellow,"acidic, milky, tangy",,,"Butlers Farmhouse Cheeses, Dewlay Products Ltd, Leagram Organic Cheese, Singletons’ Dairy ","Lancashire, New Lancashire",
CréMonté ,pasteurized cow's milk,Germany,Landshut,Blue,"soft, blue-veined",,34%,,creamy and smooth,mold ripened ,ivory,"creamy, mild",pleasant,,Bayerische Milchindustrie eG,,
Cuajada,cow's or sheep's milk,Spain,,,soft,,,,creamy and smooth,,,,, no ,,,
Cubetto ,pasteurized Buffalo's or cow's milk,Italy,Campania,,"semi-soft, artisan",,,,compact and smooth,,ivory,"smooth, sweet","fresh, fruity",,Casa Madaio,Cubetti,
Cuor di burrata,,Italy,Campania,,soft,,,,creamy and smooth,,white,"buttery, milky, sweet","fresh, herbal, nutty", no ,Casa Madaio,,
Cup Cheese,unpasteurized cow's milk,United States,Pennsylvania ,,"soft, artisan",,,,creamy and spreadable,,,"sharp, sour, strong",strong,,,,
Cure Nantais,cow's milk,France,Anjou,,"soft, artisan",,40%,,"open, sticky and supple",,straw,"smokey , spicy",, no ,Various,Nantais,
Curworthy,pasteurized cow's milk,England,Devon,,semi-hard,,48%,,creamy,natural,cream,buttery,fresh,yes ,Rachel Stephens,,
Cwmtawe Pecorino,unpasteurized sheep's milk,Wales,Brecen,Pecorino,hard,,,,creamy,washed,orange,,,yes ,,,
Cypress Grove Chevre,goat's milk,United States,California,,,,,,,,,,,,Cypress Grove Chevre,,
Danablu (Danish Blue),cow's milk,Denmark,,Blue,"semi-soft, blue-veined",,25-30%,,creamy and crumbly,,white,"salty, sharp",, no ,Rosenborg ,,
Danbo,pasteurized cow's milk,Denmark,Vejle,,"semi-soft, smear-ripened",,15-45%,,"firm, open and springy",washed,ivory,"buttery, mild, nutty","stinky, strong", no ,Mammen Mejeri,"King Christian, Gamle Ole",
Danby,unpasteurized goat's milk,United States,Vermont,Italian Cheese,"hard, artisan",,,,"dense, firm and smooth",natural,white,sharp,rich,yes ,Consider Bardwell Farm,,
Danish Feta,cow's milk,Denmark and Germany,,Feta,"semi-hard, brined",,20%,,"creamy, crumbly and smooth",rindless,white,mild,mild,,"Arla Foods, Gaganis bros",Danish White,
Danish Fontina,,Denmark,,,semi-soft,,,,,,,,, no ,Grøndal Dairy,,
Dante,pasteurized sheep's milk,United States,Wisconsin,,"soft, artisan",,,,dry and firm,natural,brownish yellow,"buttery, nutty","buttery, nutty, rich",, Wisconsin Sheep Dairy Cooperative ,,
Daphne's Aged Goat Cheese,unpasteurized goat's milk,United States,Wisconsin,,"semi-soft, artisan",,,,dense and smooth,mold ripened ,,"piquant, sharp, tart",goaty, no ,Daphne's Creamery,,
Daphne's Alpine Classic,unpasteurized cow's milk,United States,Wisconsin,,"semi-soft, artisan",,,,smooth,natural,yellow,nutty,, no ,Daphne's Creamery,,
Daphne's Goat Gouda,pasteurized goat's milk,United States,Wisconsin,Gouda,"semi firm, artisan",,,,creamy and firm,natural,,"mild, piquant",goaty,,Daphne's Creamery,,
Daralagjazsky,goat's or sheep's milk,Russia,,,soft,,,,,,,,, no ,,,
Dark / Snow Canyon Edam,unpasteurized cow's milk,United States,Utah,,"semi-hard, hard, artisan",,,,"creamy, crumbly and grainy",natural,golden yellow,"buttery, creamy, mild, milky, sharp, tangy","grassy, rich", no ,Rockhill Creamery,,
Dauphin,pasteurized cow's milk,France,Nord-Pas de Calais,,"semi-soft, artisan",,30%,,firm,washed,golden orange,spicy,yeasty, no ,Will Studd Enterprizes Pty Ltd,,
Davidstow 3 Year Reserve Special Vintage,pasteurized cow's milk,"England, Great Britain and United Kingdom",Cornwall,Cheddar,hard,,,,"crumbly, firm, flaky and grainy",natural,yellow,"creamy, smooth",rich,yes ,Dairy Crest,,
Davidstow Extra Mature Cheddar,pasteurized cow's milk,"England, Great Britain and United Kingdom",Cornwall,Cheddar,hard,,,,"crystalline, flaky, grainy and smooth",natural,pale yellow,"pronounced, sweet",rich,yes ,Dairy Crest,,
Davidstow Mature Cheddar,pasteurized cow's milk,"England, Great Britain and United Kingdom",Cornwall,Cheddar,hard,,,,"creamy, crumbly and smooth",natural,pale yellow,"full-flavored, nutty",rich,yes ,Dairy Crest,,
Dehesa De Los Llanos - Curado,unpasteurized sheep's milk,Spain,Albacete,,"hard, artisan",,,,"crumbly, firm and flaky",natural,ivory,strong,"lactic, milky",,Dehesa de los Llanos S.L.,Manchego Curado,
Dehesa De Los Llanos - Gran Reserva,unpasteurized sheep's milk,Spain,Albacete,,"hard, artisan",,,,"crumbly, firm and flaky",natural,straw,piquant,strong,,Dehesa de los Llanos S.L.,Manchego Gran Reserva,
Dehesa De Los Llanos - Media Curación,unpasteurized sheep's milk,Spain,Albacete ,,"semi-hard, artisan",,,,creamy and crumbly,natural,ivory,nutty,fresh,,Dehesa de los Llanos S.L.,"Semi Curado Manchego, Semi-cured Manchego",
Delamere Goats Cheese Logs,pasteurized goat's milk,England and United Kingdom,Cheshire,Feta,soft,,22-28 g/100g,,crumbly and smooth,natural,white,smooth,goaty,,Delamere Dairy Ltd,"Delamere Plain Goats Log, Delamere Goats Log with Honey",
Delamere Medium Hard Goats cheese,pasteurized goat's milk,England and United Kingdom,Cheshire ,Feta,semi firm,,34.5 g/100g,,crumbly and smooth,natural,white,"full-flavored, smooth",goaty,,Delamere Dairy Ltd,,
Delice de Bourgogne,pasteurized cow's milk,France,Burgundy,Brie,"soft, soft-ripened",,75%,,creamy and smooth,bloomy,cream,"buttery, mushroomy, smooth, tangy","mushroom, pungent, strong", no ,Fromagerie Lincet,,Delice Cheese
Delice des Fiouves,cow's milk,France,Doubs,,"soft, artisan",,,,smooth and supple,washed,white,"mild, smooth",rich, no ,,,
Denhany Dorset Drum,cow's milk,England,,,hard,,50%,,chewy and dense,natural,,nutty,,yes ,,,
Derby,pasteurized cow's milk,England and United Kingdom,Derbyshire,Cheddar,"semi-hard, artisan",,,,"creamy, firm, open and smooth",waxed,ivory,"buttery, mild, sweet",mild,yes ,Fowlers Forest Dairies Ltd.,,
Desert Red Feta,unpasteurized cow's milk,United States,Utah,Feta,"firm, brined",,,,"creamy, crumbly and grainy",natural,white,"full-flavored, salty, tart",strong,,Rockhill Creamery,,
Dessertnyj Belyj,cow's milk,Russia,,,soft,,40%,,,,,,, no ,,,
Detroit Street Brick,pasteurized goat's milk,United States,"Ann Arbor, Michigan",,"soft, artisan",,,,crumbly and soft,bloomy,ivory,"lemony, savory, spicy, tangy","earthy, spicy", no ,Zingerman's Creamery,,
